"Chick_ENSEMBL","Human_Entrezid","Human_Symbol","Chick_Symbol","Chick_Entrezid","TF_Status"
"ENSGALG00000042626",6860,"SYT4","SYT4",422960,"No"
"ENSGALG00000042639",NA,NA,"NA",NA,"No"
"ENSGALG00000042640",NA,"AC010273.1","NULL",NA,"No"
"ENSGALG00000042640",NA,"AC025362.1","NULL",NA,"No"
"ENSGALG00000042641",219988,"PATL1","PATL1",426566,"No"
"ENSGALG00000042642",5919,"RARRES2","RARRES2",420366,"No"
"ENSGALG00000042645",117583,"PARD3B","PARD3B",426120,"No"
"ENSGALG00000042647",NA,NA,"NA",NA,"No"
"ENSGALG00000042651",NA,"AC000120.4","KRIT1",420549,"No"
"ENSGALG00000042651",889,"KRIT1","KRIT1",420549,"No"
"ENSGALG00000042652",NA,NA,"NA",NA,"No"
"ENSGALG00000042656",NA,NA,"NA",NA,"No"
"ENSGALG00000042657",89780,"WNT3A","WNT3A",395396,"No"
"ENSGALG00000042661",93343,"MVB12A","MVB12A",426089,"No"
"ENSGALG00000042664",869,"CBLN1","CBLN1",771265,"No"
"ENSGALG00000042669",NA,NA,"NA",NA,"No"
"ENSGALG00000042677",NA,NA,"NA",NA,"No"
"ENSGALG00000042678",NA,NA,"NA",NA,"No"
"ENSGALG00000042679",54463,"RETREG1","FAM134B",100859798,"No"
"ENSGALG00000042684",100431172,"KLRF2","NULL",NA,"No"
"ENSGALG00000042684",51266,"CLEC1B","NULL",NA,"No"
"ENSGALG00000042684",3823,"KLRC3","NULL",NA,"No"
"ENSGALG00000042684",3822,"KLRC2","NULL",NA,"No"
"ENSGALG00000042684",387836,"CLEC2A","NULL",NA,"No"
"ENSGALG00000042684",51267,"CLEC1A","NULL",NA,"No"
"ENSGALG00000042684",4973,"OLR1","NULL",NA,"No"
"ENSGALG00000042684",3821,"KLRC1","NULL",NA,"No"
"ENSGALG00000042684",NA,"AC068775.1","NULL",NA,"No"
"ENSGALG00000042684",346689,"KLRG2","NULL",NA,"No"
"ENSGALG00000042684",3824,"KLRD1","NULL",NA,"No"
"ENSGALG00000042684",387837,"CLEC12B","NULL",NA,"No"
"ENSGALG00000042684",9976,"CLEC2B","NULL",NA,"No"
"ENSGALG00000042684",8302,"KLRC4","NULL",NA,"No"
"ENSGALG00000042684",NA,"KLRC4-KLRK1","NULL",NA,"No"
"ENSGALG00000042686",NA,NA,"NA",NA,"No"
"ENSGALG00000042690",NA,NA,"NA",NA,"No"
"ENSGALG00000042692",NA,NA,"NA",NA,"No"
"ENSGALG00000042705",3777,"KCNK3","KCNK3",428382,"No"
"ENSGALG00000042706",117532,"TMC2","TMC2",428456,"No"
"ENSGALG00000042708",NA,NA,"NA",NA,"No"
"ENSGALG00000042715",NA,NA,"NA",NA,"No"
"ENSGALG00000042723",NA,"SCARNA7","LOC112533096",112533096,"No"
"ENSGALG00000042725",55906,"ZC4H2","ZC4H2",422176,"No"
"ENSGALG00000042726",57604,"TRMT9B","KIAA1456",422741,"No"
"ENSGALG00000042730",3703,"STT3A","STT3A",100857165,"No"
"ENSGALG00000042733",124637,"CYB5D1","LOC107055082",107055082,"No"
"ENSGALG00000042739",6867,"TACC1","TACC1",431253,"No"
"ENSGALG00000042741",156,"GRK2","GRK2",426000,"No"
"ENSGALG00000042744",5997,"RGS2","RGS2",378912,"No"
"ENSGALG00000042748",NA,NA,"NA",NA,"No"
"ENSGALG00000042750",4535,"MT-ND1","ND1",39116926,"No"
"ENSGALG00000042752",NA,NA,"NA",NA,"No"
"ENSGALG00000042759",5613,"PRKX","PRKX",418656,"No"
"ENSGALG00000042759",NA,"PRKY","PRKX",418656,"No"
"ENSGALG00000042761",79594,"MUL1","MUL1",426969,"No"
"ENSGALG00000042762",57684,"ZBTB26","ZBTB26",417107,"Transcription Factor"
"ENSGALG00000042764",10466,"COG5","COG5",417704,"No"
"ENSGALG00000042766",83696,"TRAPPC9","TRAPPC9",420312,"No"
"ENSGALG00000042767",9170,"LPAR2","LPAR2",426086,"No"
"ENSGALG00000042771",2632,"GBE1","GBE1",427964,"No"
"ENSGALG00000042773",81552,"VOPP1","VOPP1",776358,"No"
"ENSGALG00000042782",NA,NA,"NA",NA,"No"
"ENSGALG00000042784",11076,"TPPP","TPPP",420800,"No"
"ENSGALG00000042786",NA,NA,"NA",NA,"No"
"ENSGALG00000042794",79752,"ZFAND1","ZFAND1",420200,"No"
"ENSGALG00000042796",7266,"DNAJC7","DNAJC7",428312,"No"
"ENSGALG00000042797",NA,NA,"NA",NA,"No"
"ENSGALG00000042798",54332,"GDAP1","GDAP1",420191,"No"
"ENSGALG00000042804",55095,"SAMD4B","SAMD4B",101750533,"No"
"ENSGALG00000042809",NA,NA,"NA",NA,"No"
"ENSGALG00000042810",NA,NA,"NA",NA,"No"
"ENSGALG00000042814",348262,"MCRIP1","MCRIP1",101749776,"No"
"ENSGALG00000042816",7159,"TP53BP2","TP53BP2",421329,"No"
"ENSGALG00000042819",NA,NA,"NA",NA,"No"
"ENSGALG00000042822",8887,"TAX1BP1","TAX1BP1",395490,"No"
"ENSGALG00000042833",1432,"MAPK14","MAPK14",421183,"No"
"ENSGALG00000042836",3757,"KCNH2","KCNH2",100858122,"No"
"ENSGALG00000042837",NA,NA,"NA",NA,"No"
"ENSGALG00000042838",7186,"TRAF2","TRAF2",417287,"No"
"ENSGALG00000042839",56204,"FAM214A","FAM214A",415416,"No"
"ENSGALG00000042840",734,"OSGIN2","OSGIN2",420217,"No"
"ENSGALG00000042845",NA,NA,"NA",NA,"No"
"ENSGALG00000042846",NA,NA,"NA",NA,"No"
"ENSGALG00000042850",NA,NA,"NA",100858477,"Transcription Factor"
"ENSGALG00000042851",10891,"PPARGC1A","PPARGC1A",422815,"No"
"ENSGALG00000042853",9453,"GGPS1","GGPS1",427092,"No"
"ENSGALG00000042858",51439,"FAM8A1","NULL",NA,"No"
"ENSGALG00000042863",440957,"SMIM4","SMIM4",415896,"No"
"ENSGALG00000042868",NA,NA,"NA",NA,"No"
"ENSGALG00000042871",NA,NA,"NA",NA,"No"
"ENSGALG00000042875",3146,"HMGB1","HMGB1",395724,"Transcription Factor"
"ENSGALG00000042878",5741,"PTH","PTH",396436,"No"
"ENSGALG00000042881",NA,NA,"NA",NA,"No"
"ENSGALG00000042883",80124,"VCPIP1","VCPIP1",428359,"No"
"ENSGALG00000042890",5300,"PIN1","PIN1",100859153,"No"
"ENSGALG00000042894",51629,"SLC25A39","SLC25A39",427072,"No"
"ENSGALG00000042895",9564,"BCAR1","BCAR1",415691,"No"
"ENSGALG00000042897",NA,NA,"NA",NA,"No"
"ENSGALG00000042900",54815,"GATAD2A","GATAD2A",420109,"Transcription Factor"
"ENSGALG00000042903",NA,NA,"NA",NA,"No"
"ENSGALG00000042908",148203,"ZNF738","CTC-575C13.4",768735,"No"
"ENSGALG00000042908",NA,"ZNF670-ZNF695","CTC-575C13.4",768735,"No"
"ENSGALG00000042908",124411,"ZNF720","CTC-575C13.4",768735,"No"
"ENSGALG00000042928",NA,NA,"NA",NA,"No"
"ENSGALG00000042929",NA,NA,"NA",NA,"No"
"ENSGALG00000042931",NA,NA,"NA",NA,"No"
"ENSGALG00000042936",644186,"SYCE3","SYCE3",769096,"No"
"ENSGALG00000042939",3145,"HMBS","HMBS",419701,"No"
"ENSGALG00000042941",65005,"MRPL9","MRPL9",100858402,"No"
"ENSGALG00000042944",NA,NA,"NA",NA,"No"
"ENSGALG00000042948",55658,"RNF126","RNF126",420085,"No"
"ENSGALG00000042949",4255,"MGMT","MGMT",423965,"No"
"ENSGALG00000042956",NA,"TRAV26-1","LOC112530365",112530365,"No"
"ENSGALG00000042956",NA,"TRAV4","LOC112530365",112530365,"No"
"ENSGALG00000042963",140699,"MROH8","NULL",NA,"No"
"ENSGALG00000042967",1503,"CTPS1","CTPS1",419561,"No"
"ENSGALG00000042969",NA,NA,"NA",NA,"No"
"ENSGALG00000042976",7343,"UBTF","UBTF",100859792,"Transcription Factor"
"ENSGALG00000042984",100526760,"ABHD14A-ACY1","ACY1",100858836,"No"
"ENSGALG00000042984",95,"ACY1","ACY1",100858836,"No"
"ENSGALG00000042986",6041,"RNASEL","RNASEL",424410,"No"
"ENSGALG00000042990",11020,"IFT27","IFT27",418053,"No"
"ENSGALG00000042992",1740,"DLG2","NULL",NA,"No"
"ENSGALG00000042994",51428,"DDX41","DDX41",427630,"No"
"ENSGALG00000042995",NA,NA,"NA",NA,"No"
"ENSGALG00000043002",100188893,"TOMM6","TOMM6",419924,"No"
"ENSGALG00000043006",9601,"PDIA4","PDIA4",420785,"No"
"ENSGALG00000043009",7471,"WNT1","WNT1",396160,"No"
"ENSGALG00000043010",2063,"NR2F6","NR2F6",100859014,"Transcription Factor"
"ENSGALG00000043012",NA,NA,"NA",NA,"No"
"ENSGALG00000043013",NA,NA,"NA",NA,"No"
"ENSGALG00000043015",2307,"FOXS1","NULL",428156,"Transcription Factor"
"ENSGALG00000043016",923,"CD6","CD6",101748655,"No"
"ENSGALG00000043018",9231,"DLG5","DLG5",423728,"No"
"ENSGALG00000043021",84072,"HORMAD1","GOLPH3L",425072,"No"
"ENSGALG00000043025",64787,"EPS8L2","NULL",NA,"No"
"ENSGALG00000043026",NA,NA,"NA",NA,"No"
"ENSGALG00000043027",341208,"HEPHL1","HEPHL1",418998,"No"
"ENSGALG00000043033",2138,"EYA1","EYA1",395718,"No"
"ENSGALG00000043034",3801,"KIFC3","KIFC2",415630,"No"
"ENSGALG00000043035",387914,"SHISA2","SHISA2",395162,"No"
"ENSGALG00000043036",22846,"VASH1","VASH1",423369,"No"
"ENSGALG00000043039",3281,"HSBP1","HSBP1",415813,"No"
"ENSGALG00000043041",51299,"NRN1","NRN1",420873,"No"
"ENSGALG00000043044",3554,"IL1R1","IL1R1",396481,"No"
"ENSGALG00000043047",55084,"SOBP","SOBP",421775,"No"
"ENSGALG00000043052",909,"CD1A","CD1B",425802,"No"
"ENSGALG00000043052",911,"CD1C","CD1B",425802,"No"
"ENSGALG00000043052",910,"CD1B","CD1B",425802,"No"
"ENSGALG00000043052",913,"CD1E","CD1B",425802,"No"
"ENSGALG00000043052",912,"CD1D","CD1B",425802,"No"
"ENSGALG00000043053",1610,"DAO","DAO",101751055,"No"
"ENSGALG00000043055",NA,NA,"NA",NA,"No"
"ENSGALG00000043056",NA,NA,"NA",NA,"No"
"ENSGALG00000043058",25771,"TBC1D22A","TBC1D22A",428128,"No"
"ENSGALG00000043064",414332,"LCN10","EXFABP",396393,"No"
"ENSGALG00000043064",158062,"LCN6","EXFABP",396393,"No"
"ENSGALG00000043064",138307,"LCN8","EXFABP",396393,"No"
"ENSGALG00000043064",NA,"AL355987.1","EXFABP",396393,"No"
"ENSGALG00000043072",5463,"POU6F1","NULL",107049477,"Transcription Factor"
"ENSGALG00000043073",NA,NA,"NA",NA,"No"
"ENSGALG00000043074",23279,"NUP160","NUP160",431122,"No"
"ENSGALG00000043076",NA,NA,"NA",NA,"No"
"ENSGALG00000043077",NA,NA,"NA",NA,"No"
"ENSGALG00000043079",100131390,"SP9","SP9",100858518,"Transcription Factor"
"ENSGALG00000043080",114800,"CCDC85A","CCDC85A",421205,"No"
"ENSGALG00000043081",80232,"WDR26","WDR26",421324,"No"
"ENSGALG00000043082",170506,"DHX36","DHX36",425032,"No"
"ENSGALG00000043085",9604,"RNF14","RNF14",416340,"No"
"ENSGALG00000043087",22823,"MTF2","MTF2",395174,"No"
"ENSGALG00000043088",NA,NA,"NA",NA,"No"
"ENSGALG00000043089",220001,"VWCE","VWCE",101748485,"No"
"ENSGALG00000043092",4627,"MYH9","MYH9",396469,"No"
"ENSGALG00000043096",NA,NA,"NA",NA,"No"
"ENSGALG00000043100",8406,"SRPX","SRPX",418579,"No"
"ENSGALG00000043103",63876,"PKNOX2","PKNOX2",374067,"Transcription Factor"
"ENSGALG00000043106",116966,"WDR17","WDR17",422570,"No"
"ENSGALG00000043118",57194,"ATP10A","ATP10A",418685,"No"
"ENSGALG00000043126",84342,"COG8","COG8",769684,"No"
"ENSGALG00000043126",NA,"AC026464.6","COG8",769684,"No"
"ENSGALG00000043126",NA,"AC026464.3","COG8",769684,"No"
"ENSGALG00000043128",55160,"ARHGEF10L","ARHGEF10L",419360,"No"
"ENSGALG00000043129",9191,"DEDD","DEDD",425378,"No"
"ENSGALG00000043130",307,"ANXA4","NULL",NA,"No"
"ENSGALG00000043133",NA,NA,"NA",NA,"No"
"ENSGALG00000043137",6604,"SMARCD3","SMARCD3",430336,"No"
"ENSGALG00000043139",9066,"SYT7","SYT7",101748423,"No"
"ENSGALG00000043141",NA,NA,"NA",NA,"No"
"ENSGALG00000043142",NA,NA,"NA",NA,"No"
"ENSGALG00000043143",NA,NA,"NA",NA,"No"
"ENSGALG00000043148",84336,"TMEM101","TMEM101",100859387,"No"
"ENSGALG00000043163",79684,"MSANTD2","MSANTD2",768763,"No"
"ENSGALG00000043164",8658,"TNKS","TNKS",374252,"No"
"ENSGALG00000043167",4982,"TNFRSF11B","TNFRSF11B",378803,"No"
"ENSGALG00000043172",157807,"CLVS1","CLVS1",421141,"No"
"ENSGALG00000043178",6305,"SBF1","SBF1",417071,"No"
"ENSGALG00000043185",4146,"MATN1","MATN1",396505,"No"
"ENSGALG00000043190",200162,"SPAG17","NULL",NA,"No"
"ENSGALG00000043193",6873,"TAF2","TAF2",428389,"No"
"ENSGALG00000043198",NA,"AC053503.6","SPEG",429033,"No"
"ENSGALG00000043200",NA,NA,"NA",NA,"No"
"ENSGALG00000043204",5081,"PAX7","PAX7",395942,"Transcription Factor"
"ENSGALG00000043208",10906,"TRAFD1","TRAFD1",416884,"No"
"ENSGALG00000043209",576,"ADGRB2","ADGRB2",426163,"No"
"ENSGALG00000043213",340665,"CYP26C1","CYP26C1",423806,"No"
"ENSGALG00000043217",56751,"BARHL1","BARHL1",429598,"Transcription Factor"
"ENSGALG00000043219",3213,"HOXB3","HOXB3",395502,"Transcription Factor"
"ENSGALG00000043223",136227,"COL26A1","NULL",NA,"No"
"ENSGALG00000043225",NA,NA,"NA",NA,"No"
"ENSGALG00000043227",NA,NA,"NA",NA,"No"
"ENSGALG00000043234",3039,"HBA1","HBA1",416652,"No"
"ENSGALG00000043234",3040,"HBA2","HBA1",416652,"No"
"ENSGALG00000043240",10777,"ARPP21","ARPP21",428459,"No"
"ENSGALG00000043243",8621,"CDK13","CDK13",420766,"No"
"ENSGALG00000043245",NA,NA,"NA",NA,"No"
"ENSGALG00000043252",6317,"SERPINB3","OVALX",420898,"No"
"ENSGALG00000043252",6318,"SERPINB4","OVALX",420898,"No"
"ENSGALG00000043254",8288,"EPX","EPX",417467,"No"
"ENSGALG00000043256",84803,"GPAT3","LOC422609",422609,"No"
"ENSGALG00000043257",129530,"LYG1","LYGL",418700,"No"
"ENSGALG00000043257",254773,"LYG2","LYGL",418700,"No"
"ENSGALG00000043258",NA,NA,"NA",NA,"No"
"ENSGALG00000043260",NA,NA,"NA",NA,"No"
"ENSGALG00000043265",NA,NA,"NA",NA,"No"
"ENSGALG00000043268",142679,"DUSP19","DUSP19",423999,"No"
"ENSGALG00000043280",149371,"EXOC8","EXOC8",421531,"No"
"ENSGALG00000043283",55203,"LGI2","LGI2",422809,"No"
"ENSGALG00000043285",124817,"CNTD1","CNTD1",420019,"No"
"ENSGALG00000043287",857,"CAV1","CAV1",373996,"No"
"ENSGALG00000043290",27232,"GNMT","NULL",NA,"No"
"ENSGALG00000043290",107080644,"GNMT","NULL",NA,"No"
"ENSGALG00000043302",7462,"LAT2","LAT2",417489,"No"
"ENSGALG00000043307",26275,"HIBCH","HIBCH",423979,"No"
"ENSGALG00000043314",NA,"AC118141.1","LOC112533087",112533087,"No"
"ENSGALG00000043314",NA,"SNORA75B","LOC112533087",112533087,"No"
"ENSGALG00000043314",NA,"AC008915.1","LOC112533087",112533087,"No"
"ENSGALG00000043314",NA,"AC078994.1","LOC112533087",112533087,"No"
"ENSGALG00000043314",NA,"AC092821.1","LOC112533087",112533087,"No"
"ENSGALG00000043314",NA,"AC009533.2","LOC112533087",112533087,"No"
"ENSGALG00000043314",NA,"AC008013.1","LOC112533087",112533087,"No"
"ENSGALG00000043314",NA,"SNORA75","LOC112533087",112533087,"No"
"ENSGALG00000043318",64802,"NMNAT1","NMNAT1",101748948,"No"
"ENSGALG00000043327",NA,NA,"NA",NA,"No"
"ENSGALG00000043329",NA,NA,"NA",NA,"No"
"ENSGALG00000043334",5459,"POU4F3","POU4F3",107054548,"Transcription Factor"
"ENSGALG00000043336",22818,"COPZ1","COPZ1",107055416,"No"
"ENSGALG00000043352",79603,"CERS4","CERS4",420050,"No"
"ENSGALG00000043355",NA,NA,"NA",NA,"No"
"ENSGALG00000043357",88455,"ANKRD13A","ANKRD13A",416902,"No"
"ENSGALG00000043359",9136,"RRP9","RRP9",415888,"No"
"ENSGALG00000043363",23247,"KIAA0556","KIAA0556",426427,"No"
"ENSGALG00000043367",375612,"LHFPL3","NULL",NA,"No"
"ENSGALG00000043368",NA,NA,"NA",NA,"No"
"ENSGALG00000043370",10629,"TAF6L","TAF6L",100857185,"No"
"ENSGALG00000043372",864,"RUNX3","RUNX3",769687,"Transcription Factor"
"ENSGALG00000043373",421,"ARVCF","ARVCF",395119,"No"
"ENSGALG00000043379",9045,"RPL14","RPL14",374134,"No"
"ENSGALG00000043381",NA,NA,"NA",NA,"No"
"ENSGALG00000043383",NA,NA,"NA",NA,"No"
"ENSGALG00000043386",51555,"PEX5L","PEX5L",429155,"No"
"ENSGALG00000043388",NA,NA,"NA",NA,"No"
"ENSGALG00000043389",NA,NA,"NA",NA,"No"
"ENSGALG00000043392",NA,NA,"NA",NA,"No"
"ENSGALG00000043393",253559,"CADM2","CADM2",418463,"No"
"ENSGALG00000043394",NA,"AL672142.1","NUP188",417198,"No"
"ENSGALG00000043394",23511,"NUP188","NUP188",417198,"No"
"ENSGALG00000043399",2146,"EZH2","EZH2",420784,"No"
"ENSGALG00000043400",144233,"BCDIN3D","BCDIN3D",431303,"No"
"ENSGALG00000043405",665,"BNIP3L","BNIP3L",419522,"No"
"ENSGALG00000043408",390445,"OR5AU1","OLFR4",428818,"No"
"ENSGALG00000043415",55,"ACPP","ACPP",776390,"No"
"ENSGALG00000043416",NA,NA,"NA",NA,"No"
"ENSGALG00000043421",7750,"ZMYM2","ZMYM2",418954,"No"
"ENSGALG00000043433",642658,"SCX","SCX",374101,"Transcription Factor"
"ENSGALG00000043435",NA,NA,"NA",NA,"No"
"ENSGALG00000043437",830,"CAPZA2","CAPZA2",417771,"No"
"ENSGALG00000043439",286053,"NSMCE2","NSMCE2",420333,"No"
"ENSGALG00000043441",NA,NA,"NA",NA,"No"
"ENSGALG00000043446",NA,NA,"NA",NA,"No"
"ENSGALG00000043447",81887,"LAS1L","LAS1L",422174,"No"
"ENSGALG00000043448",84448,"ABLIM2","ABLIM2",422866,"No"
"ENSGALG00000043451",10126,"DNAL4","DNAL4",418019,"No"
"ENSGALG00000043456",79086,"SMIM7","SMIM7",420141,"No"
"ENSGALG00000043460",6657,"SOX2","SOX2",396105,"Transcription Factor"
"ENSGALG00000043468",10233,"LRRC23","NULL",NA,"No"
"ENSGALG00000043469",NA,NA,"NA",NA,"No"
"ENSGALG00000043474",NA,NA,"NA",NA,"No"
"ENSGALG00000043476",NA,NA,"NA",NA,"No"
"ENSGALG00000043480",2823,"GPM6A","GPM6A",422569,"No"
"ENSGALG00000043493",3484,"IGFBP1","IGFBP1",408027,"No"
"ENSGALG00000043496",NA,NA,"NA",NA,"No"
"ENSGALG00000043499",51162,"EGFL7","EGFL7",417137,"No"
"ENSGALG00000043500",NA,NA,"NA",NA,"No"
"ENSGALG00000043506",NA,NA,"NA",NA,"No"
"ENSGALG00000043510",NA,NA,"NA",NA,"No"
"ENSGALG00000043513",7005,"TEAD3","TEAD3",395810,"Transcription Factor"
"ENSGALG00000043524",NA,NA,"NA",NA,"No"
"ENSGALG00000043529",NA,NA,"NA",NA,"No"
"ENSGALG00000043532",157869,"SBSPON","C2H8ORF84",420181,"No"
"ENSGALG00000043535",8767,"RIPK2","RIPK2",420215,"No"
"ENSGALG00000043541",140890,"SREK1","NULL",NA,"No"
"ENSGALG00000043544",NA,NA,"NA",NA,"No"
"ENSGALG00000043545",87178,"PNPT1","PNPT1",421206,"No"
"ENSGALG00000043555",255743,"NPNT","NPNT",422535,"No"
"ENSGALG00000043556",84059,"ADGRV1","ADGRV1",431566,"No"
"ENSGALG00000043569",8382,"NME5","NME5",426732,"No"
"ENSGALG00000043570",100533105,"SGK3","SGK3",420167,"No"
"ENSGALG00000043570",23678,"SGK3","SGK3",420167,"No"
"ENSGALG00000043572",375061,"FAM89A","FAM89A",107053045,"No"
"ENSGALG00000043573",92421,"CHMP4C","CHMP4C",420201,"No"
"ENSGALG00000043575",NA,NA,"NA",NA,"No"
"ENSGALG00000043576",116988,"AGAP3","AGAP3",768507,"No"
"ENSGALG00000043582",NA,NA,"NA",NA,"No"
"ENSGALG00000043583",29106,"SCG3","SCG3",415424,"No"
"ENSGALG00000043584",1310,"COL19A1","NULL",NA,"No"
"ENSGALG00000043587",55704,"CCDC88A","CCDC88A",421210,"No"
"ENSGALG00000043591",255189,"PLA2G4F","PLA2G4F",428871,"No"
"ENSGALG00000043593",NA,"AL157392.5","PRPF18",419036,"No"
"ENSGALG00000043593",8559,"PRPF18","PRPF18",419036,"No"
"ENSGALG00000043596",25992,"SNED1","SNED1",424846,"No"
"ENSGALG00000043597",100861412,"FSBP","RAD54B",395449,"No"
"ENSGALG00000043597",25788,"FSBP","RAD54B",395449,"No"
"ENSGALG00000043597",25788,"RAD54B","RAD54B",395449,"No"
"ENSGALG00000043598",NA,NA,"NA",NA,"No"
"ENSGALG00000043603",6352,"CCL5","CCL5",417465,"No"
"ENSGALG00000043605",266675,"BEST4","BEST4",771694,"No"
"ENSGALG00000043606",NA,NA,"NA",NA,"No"
"ENSGALG00000043607",NA,NA,"NA",NA,"No"
"ENSGALG00000043610",NA,NA,"NA",NA,"No"
"ENSGALG00000043611",NA,NA,"NA",NA,"No"
"ENSGALG00000043613",57544,"TXNDC16","TXNDC16",423584,"No"
"ENSGALG00000043618",30061,"SLC40A1","SLC40A1",423984,"No"
"ENSGALG00000043623",80117,"ARL14","ARL14",101749876,"No"
"ENSGALG00000043628",9040,"UBE2M","UBE2M",107049465,"No"
"ENSGALG00000043630",NA,NA,"NA",NA,"No"
"ENSGALG00000043632",NA,NA,"NA",NA,"No"
"ENSGALG00000043636",57002,"YAE1","YAE1D1",420764,"No"
"ENSGALG00000043637",NA,NA,"NA",NA,"No"
"ENSGALG00000043641",3727,"JUND","JUND",107055370,"Transcription Factor"
"ENSGALG00000043642",54443,"ANLN","ANLN",420738,"No"
"ENSGALG00000043650",2672,"GFI1","GFI1",429088,"Transcription Factor"
"ENSGALG00000043654",NA,NA,"NA",NA,"No"
"ENSGALG00000043657",NA,NA,"NA",NA,"No"
"ENSGALG00000043660",NA,NA,"NA",NA,"No"
"ENSGALG00000043662",65009,"NDRG4","NDRG4",768618,"No"
"ENSGALG00000043669",23001,"WDFY3","WDFY3",422613,"No"
"ENSGALG00000043671",NA,NA,"NA",NA,"No"
"ENSGALG00000043672",23166,"STAB1","STAB1",415894,"No"
"ENSGALG00000043674",NA,NA,"NA",NA,"No"
"ENSGALG00000043675",118429,"ANTXR2","ANTXR2",422580,"No"
"ENSGALG00000043676",NA,NA,"NA",NA,"No"
"ENSGALG00000043681",27071,"DAPP1","DAPP1",425211,"No"
"ENSGALG00000043684",5719,"PSMD13","PSMD13",422990,"No"
"ENSGALG00000043689",NA,NA,"NA",NA,"No"
"ENSGALG00000043690",84417,"ECRG4","C1H2ORF40",771055,"No"
"ENSGALG00000043693",54890,"ALKBH5","ALKBH5",770703,"No"
"ENSGALG00000043694",11069,"RAPGEF4","RAPGEF4",429022,"No"
"ENSGALG00000043701",2004,"ELK3","ELK3",417919,"Transcription Factor"
"ENSGALG00000043711",192669,"AGO3","AGO3",419628,"No"
"ENSGALG00000043724",4799,"NFX1","NFX1",420796,"Transcription Factor"
"ENSGALG00000043725",NA,NA,"NA",NA,"No"
"ENSGALG00000043727",3164,"NR4A1","NR4A1",100857380,"Transcription Factor"
"ENSGALG00000043728",6334,"SCN8A","SCN8A",426869,"No"
"ENSGALG00000043731",NA,NA,"NA",NA,"No"
"ENSGALG00000043733",23585,"TMEM50A","TMEM50A",769637,"No"
"ENSGALG00000043734",9388,"LIPG","LIPG",426846,"No"
"ENSGALG00000043735",NA,NA,"NA",NA,"No"
"ENSGALG00000043736",22864,"R3HDM2","R3HDM2",426509,"No"
"ENSGALG00000043744",80762,"NDFIP1","NDFIP1",416342,"No"
"ENSGALG00000043754",2752,"GLUL","GLUL",396489,"No"
"ENSGALG00000043756",92960,"PEX11G","PEX11G",420131,"No"
"ENSGALG00000043758",498,"ATP5F1A","ATP5A1W",431564,"No"
"ENSGALG00000043763",NA,"SNORD18C","LOC112533229",112533229,"No"
"ENSGALG00000043764",3788,"KCNS2","KCNS2",430463,"No"
"ENSGALG00000043765",64718,"UNKL","UNKL",416593,"No"
"ENSGALG00000043768",4536,"MT-ND2","NULL",NA,"No"
"ENSGALG00000043771",414918,"DENND6B","DENND6B",426252,"No"
"ENSGALG00000043772",NA,NA,"NA",NA,"No"
"ENSGALG00000043775",10411,"RAPGEF3","RAPGEF3",426888,"No"
"ENSGALG00000043785",NA,NA,"NA",NA,"No"
"ENSGALG00000043787",64798,"DEPTOR","DEPDC6",420357,"No"
"ENSGALG00000043797",51163,"DBR1","DBR1",429118,"No"
"ENSGALG00000043799",79075,"DSCC1","DSCC1",420358,"No"
"ENSGALG00000043800",NA,NA,"NA",NA,"No"
"ENSGALG00000043806",196385,"DNAH10","DNAH10",416818,"No"
"ENSGALG00000043816",NA,NA,"NA",NA,"No"
"ENSGALG00000043823",51295,"ECSIT","ECSIT",100857880,"No"
"ENSGALG00000043825",11188,"NISCH","NISCH",415893,"No"
"ENSGALG00000043826",311,"ANXA11","ANXA11",423637,"No"
"ENSGALG00000043827",22882,"ZHX2","ZHX2",420351,"Transcription Factor"
"ENSGALG00000043828",3073,"HEXA","HEXA",415320,"No"
"ENSGALG00000043828",NA,"AC009690.1","HEXA",415320,"No"
"ENSGALG00000043829",2134,"EXTL1","EXTL1",100859367,"No"
"ENSGALG00000043831",221424,"LRRC73","LRRC73",421454,"No"
"ENSGALG00000043833",55301,"OLAH","OLAH",420532,"No"
"ENSGALG00000043838",NA,NA,"NA",NA,"No"
"ENSGALG00000043839",81833,"SPACA1","SPACA1",421820,"No"
"ENSGALG00000043848",925,"CD8A","NULL",NA,"No"
"ENSGALG00000043860",NA,"AP000781.2","PGR2/3",423134,"No"
"ENSGALG00000043860",5553,"PRG2","PGR2/3",423134,"No"
"ENSGALG00000043860",10394,"PRG3","PGR2/3",423134,"No"
"ENSGALG00000043861",285423,"IQCM","IQCM",100857543,"No"
"ENSGALG00000043868",8456,"FOXN1","FOXN1",417570,"Transcription Factor"
"ENSGALG00000043872",NA,NA,"NA",NA,"No"
"ENSGALG00000043885",25790,"CFAP45","CFAP45",426452,"No"
"ENSGALG00000043896",11097,"NUP42","NULL",NA,"No"
"ENSGALG00000043900",NA,NA,"NA",NA,"No"
"ENSGALG00000043903",NA,NA,"NA",NA,"No"
"ENSGALG00000043904",153769,"SH3RF2","SH3RF2",416346,"No"
"ENSGALG00000043906",NA,NA,"NA",NA,"No"
"ENSGALG00000043908",161142,"FAM71D","FAM71D",423282,"No"
"ENSGALG00000043909",NA,NA,"NA",NA,"No"
"ENSGALG00000043910",219447,"OR5AS1","NULL",NA,"No"
"ENSGALG00000043914",NA,NA,"NA",NA,"No"
